from,to,start,end
JFK,HOU,1353430140,1353443460
MCO,DEN,1353429480,1353444000
MSP,BIS,1353438960,1353443580
LAX,SFO,1353438960,1353444300
ATL,GNV,1353439020,1353443160
MHT,CLE,1353438120,1353444000
ORD,MDT,1353438300,1353444300
ORD,DCA,1353438360,1353444480
SFO,ORD,1353442140,1353457020
SLC,ONT,1353436980,1353442920
DEN,BUR,1353435240,1353444120
BOI,SMF,1353437880,1353444120
BUR,JFK,1353423660,1353443640
BGR,LGA,1353438600,1353443820
LGA,ORF,1353438900,1353443880
SFO,JFK,1353423900,1353444780
SNA,SEA,1353435600,1353444720
CVG,EWR,1353437100,1353444300
ROC,MCO,1353434160,1353444180
MSN,CLE,1353450420,1353455040
SJC,BOI,1353438780,1353444300
PHL,MCO,1353436440,1353444660
BUF,IAD,1353439800,1353444300
BUF,TPA,1353433140,1353443880
BDL,MDW,1353434940,1353442740
ATL,CVG,1353438420,1353443880
JFK,SLC,1353426300,1353444120
AZA,DEN,1353438300,1353443640
MOT,MSP,1353439200,1353443940
JFK,LAX,1353431580,1353452580
DEN,ORD,1353435960,1353444480
DFW,CVG,1353455520,1353463380
LAX,CVG,1353441420,1353456000
RSW,LGA,1353433320,1353443160
HSV,IAD,1353438060,1353444660
ORD,FWA,1353441600,1353444360
MSY,IAD,1353436320,1353444780
MSP,IND,1353438540,1353443700
BNA,PHL,1353437640,1353444360
IAH,PHX,1353442380,1353452400
GRR,ORD,1353441360,1353444600
SAN,LAS,1353440160,1353444060
ORD,LGA,1353437880,1353444660
DTW,PVD,1353438120,1353444660
LAX,IAD,1353425820,1353444720
LAX,SFO,1353438540,1353444180
FLL,RIC,1353436140,1353443940
MDW,MCO,1353434940,1353443580
ROA,PHL,1353439200,1353444660
ATL,RSW,1353438540,1353444300
ORD,LAX,1353439920,1353454140
CLT,ATL,1353440280,1353444780
EYW,RSW,1353448200,1353452160
PDX,SFO,1353433080,1353441420
CID,DFW,1353438600,1353444840
SFO,OTH,1353437460,1353444660
OAK,PHX,1353437280,1353443820
PHX,SDF,1353431460,1353443820
MCO,IAD,1353437640,1353444960
RSW,ATL,1353437580,1353443820
SAN,SFO,1353448380,1353453720
MGW,CKB,1353441120,1353442620
DHN,ATL,1353440460,1353444660
BWI,PHL,1353460020,1353462300
DFW,ATL,1353438000,1353444900
TUS,LAX,1353438120,1353443580
ORF,ATL,1353437820,1353444240
TUL,DEN,1353453420,1353460140
DEN,EWR,1353431160,1353444960
IAH,GPT,1353440580,1353444480
ATL,FLL,1353437040,1353444600
BIL,SLC,1353439560,1353443820
ATL,STL,1353438060,1353444060
AUS,IAD,1353434400,1353445020
LAX,SFO,1353437880,1353445020
SEA,RDM,1353461340,1353464940
DEN,SMF,1353471540,1353480480
CLT,SAV,1353441300,1353444360
ICT,DEN,1353438960,1353443820
EWR,CLE,1353439920,1353444960
DEN,LGA,1353432000,1353444780
BOI,PDX,1353438540,1353442980
SEA,SLC,1353437880,1353444300
EWR,LAS,1353426720,1353444600
CLT,VPS,1353438660,1353444240
ONT,SEA,1353436500,1353444900
JFK,FLL,1353433860,1353444540
LAS,PHX,1353440160,1353444660
DEN,PHX,1353438480,1353444540
RDU,BOS,1353438060,1353443820
MSP,MCI,1353440280,1353444600
BOS,LAX,1353426420,1353448620
ATL,ORD,1353437820,1353444600
ONT,OAK,1353439320,1353443580
LAX,MSY,1353432840,1353444540
MSP,CMH,1353438720,1353444780
PHL,ITH,1353440880,1353444420
IAD,DEN,1353431760,1353444300
DFW,EGE,1353437100,1353444960
CLT,DFW,1353453120,1353462780
CLE,IND,1353441000,1353444300
BOS,RUT,1353424080,1353427200
MSP,GFK,1353440160,1353444360
ABQ,DEN,1353438480,1353444300
BGM,IAD,1353440220,1353445140
CMH,DEN,1353432540,1353444360
DEN,PHL,1353432180,1353444960
PHX,TPA,1353430320,1353444120
MSN,ORD,1353438540,1353444660
SFO,BOS,1353423540,1353445020
ELP,DEN,1353438300,1353444360
SLC,SMF,1353437580,1353443100
DEN,BNA,1353435960,1353444420
ATL,SDF,1353439260,1353444300
MBS,ORD,1353460260,1353464220
LAX,MCI,1353433560,1353444240
ORD,ATL,1353460200,1353466440
CLT,ABE,1353439440,1353444360
SJC,BUR,1353441240,1353444480
ORD,CLT,1353444600,1353451740
PDX,SLC,1353438120,1353444360
PHL,EWR,1353441720,1353444300
DCA,MCO,1353436320,1353444540
LBB,IAH,1353439380,1353444360
AUS,LAS,1353433740,1353444240
ORF,CLT,1353439920,1353444240
OMA,LAS,1353441960,1353451500
DFW,TUS,1353436800,1353445200
LGA,BOS,1353441480,1353444840
PBI,DTW,1353434820,1353444660
LAX,DCA,1353427500,1353445080
LAS,AMA,1353443460,1353450060
ORD,STL,1353441480,1353445020
DEN,SLC,1353439380,1353443880
AUS,HOU,1353442140,1353444480
EWR,ROC,1353447600,1353453000
MDW,DEN,1353435420,1353444180
DCA,BOS,1353439680,1353444360
OAJ,CLT,1353440340,1353444180
DTW,PHX,1353430620,1353444480
DEN,DSM,1353463440,1353469260
DEN,DAY,1353433260,1353442620
CLT,PHX,1353428700,1353444300
PHX,PDX,1353434940,1353444540
SFO,JFK,1353423900,1353444240
FLL,AUS,1353443700,1353457260
IAH,ATL,1353436800,1353444600
STL,DTW,1353439200,1353444780
DFW,MLU,1353461820,1353465420
DTW,CAE,1353438840,1353445080
DEN,IAD,1353433680,1353445140
ORD,ELP,1353469260,1353479520
JAX,BWI,1353437940,1353443880
LGA,ORD,1353453420,1353463140
CLT,HHH,1353441240,1353444900
DAL,AMA,1353439920,1353443880
BWI,ISP,1353440280,1353443880
PHX,CMH,1353430440,1353444240
LAX,SFO,1353439740,1353444600
MYR,LGA,1353438960,1353443820
BOS,ALB,1353449700,1353453240
PIT,ATL,1353439140,1353444960
CRW,IAD,1353439440,1353444600
LAX,JFK,1353425760,1353445080
STL,DAL,1353438660,1353443880
SYR,DCA,1353439800,1353444840
CVG,MSP,1353437340,1353444180
LAX,ATL,1353442200,1353457320
LAX,SJC,1353440340,1353444000
LGA,CHS,1353437040,1353444720
CLT,CHA,1353440400,1353444780
BOS,LGA,1353438480,1353444420
CLT,SDF,1353439260,1353444660
IAH,LAX,1353433020,1353444540
FAR,DEN,1353438360,1353444600
ORD,BWI,1353438660,1353445020
ORD,EAU,1353439260,1353444060
IAH,STL,1353437280,1353444960
DFW,CRP,1353441420,1353445260
OAK,SAN,1353474540,1353479400
EWR,RDU,1353439980,1353445020
ATL,DFW,1353442980,1353451020
RDU,LGA,1353456240,1353460920
EVV,ATL,1353440880,1353445140
EWR,BTV,1353440400,1353444540
DEN,SFO,1353432900,1353445140
ATL,RIC,1353438720,1353444540
BWI,ATL,1353438600,1353444660
EUG,PDX,1353448560,1353450660
MSP,DTW,1353439500,1353445320
DFW,SNA,1353434700,1353445200
BOS,PIT,1353438180,1353444720
MAF,DEN,1353438420,1353444600
RIC,ATL,1353439440,1353444720
ROA,CLT,1353441480,1353444600
MCO,PHL,1353437340,1353444840
IAD,CLE,1353440700,1353444420
DFW,LAS,1353464640,1353475080
GNV,CLT,1353439980,1353445080
SAT,LAS,1353433980,1353444300
HSV,DFW,1353453300,1353461160
DTW,SAV,1353437400,1353444660
ATL,RSW,1353448200,1353454260
DEN,BOS,1353430860,1353445260
DTW,BOS,1353437760,1353444720
LAX,PDX,1353439620,1353448920
SLC,SJC,1353436740,1353444600
MIA,RDU,1353463020,1353469980
MEM,BHM,1353442320,1353444960
IAH,MIA,1353437220,1353445440
ATL,LIT,1353438300,1353445020
FSD,DEN,1353439500,1353444720
JAX,ATL,1353439740,1353444840
PHX,OAK,1353437220,1353444900
JFK,ATL,1353436200,1353444720
DEN,PDX,1353435600,1353445200
ORD,DLH,1353439560,1353444780
PIT,DEN,1353443460,1353454800
MSP,IAD,1353436620,1353445200
DTW,SLC,1353431460,1353444540
HOU,SNA,1353431100,1353444300
MSP,CWA,1353442200,1353444960
SFO,JFK,1353458040,1353477720
ATL,TLH,1353441540,1353444840
ORD,GRR,1353442500,1353444840
ATL,IAH,1353436920,1353444720
MCO,EWR,1353436620,1353445500
SFO,PHX,1353437220,1353444180
BOS,ATL,1353435960,1353445620
GSO,IAD,1353441420,1353445320
IAH,OKC,1353439860,1353444660
MDW,LAX,1353434820,1353449820
DAL,STL,1353439020,1353444480
CRP,IAH,1353441900,1353445260
ORF,EWR,1353438300,1353444900
IAD,PVD,1353459420,1353463860
DTW,MIA,1353442620,1353452160
PHX,FLL,1353430140,1353445260
DSM,DEN,1353438900,1353444780
SJC,AUS,1353432840,1353444480
LAX,SAN,1353441360,1353444780
MSP,DFW,1353437820,1353445200
XNA,DEN,1353438000,1353444840
PDX,SEA,1353441540,1353444660
SDF,CLT,1353441360,1353445200
TYS,DTW,1353440100,1353445140
DEN,MDW,1353448500,1353456720
SFO,EWR,1353425640,1353445680
IAH,CAE,1353437460,1353445080
LAS,DEN,1353438480,1353444780
UIN,STL,1353433500,1353435900
DFW,MSN,1353444660,1353453180
ORD,CID,1353441060,1353445320
DFW,ORD,1353437280,1353445020
DTW,PHX,1353437520,1353451560
CLE,BUF,1353444240,1353447780
CLT,DCA,1353440880,1353445320
SNA,ATL,1353429720,1353444720
DEN,MDW,1353436920,1353445440
BOS,RUT,1353441720,1353444600
PHX,RNO,1353437760,1353444060
SLC,DEN,1353439380,1353444420
AMA,IAH,1353439500,1353445140
ICT,ATL,1353437580,1353444600
DEN,SNA,1353437400,1353445560
SAN,ORD,1353431040,1353445560
ORD,ALB,1353461280,1353468900
DEN,MSN,1353436980,1353445020
SNA,DEN,1353434940,1353443160
SMF,IAD,1353428280,1353445440
LAS,TUL,1353442860,1353452040
ATL,BWI,1353438000,1353444780
LGA,SAV,1353436740,1353444660
DFW,SFO,1353439620,1353453420
HOU,MDW,1353436500,1353444840
SLC,AUS,1353434880,1353445020
SFO,ORD,1353469140,1353482820
PDX,BOS,1353426180,1353444720
MSP,SAN,1353432180,1353444720
DEN,IAH,1353450120,1353457800
LAS,PHL,1353439800,1353457620
MHT,IAD,1353439020,1353445260
SLC,OKC,1353444600,1353452040
MSS,ALB,1353449700,1353453120
DEN,ATL,1353435600,1353445200
TUS,IAH,1353436740,1353444540
EWR,LAX,1353435420,1353456120
SLC,IAH,1353434640,1353444600
FLL,HOU,1353443340,1353453960
ORD,PHX,1353433980,1353445680
DEN,IND,1353437160,1353445560
DEN,CAK,1353435000,1353444600
SFO,IAD,1353435660,1353453960
PHX,SEA,1353439140,1353449160
MDW,LAS,1353440100,1353452940
TPA,AUS,1353435000,1353444600
SLC,PSP,1353448620,1353454860
SEA,GTF,1353439200,1353444900
ATL,MSP,1353436380,1353445140
DEN,FAR,1353444600,1353451080
PHX,SMF,1353437940,1353444720
ORF,ORD,1353448620,1353455520
LGA,MIA,1353434880,1353445620
CLT,CHO,1353440820,1353445140
ORD,DTW,1353440880,1353444840
SAV,IAD,1353439560,1353444960
ORD,AVP,1353438720,1353445380
PHX,DFW,1353444720,1353452580
RSW,DCA,1353436620,1353445380
LAS,DEN,1353437880,1353444360
FSM,DFW,1353441780,1353445680
PVD,CLE,1353438180,1353445200
SAN,LAX,1353442320,1353445440
JFK,SEA,1353437520,1353458280
IAH,TPA,1353437760,1353445080
ATL,ILM,1353440940,1353445500
DFW,CHA,1353444720,1353451140
ISP,FLL,1353439020,1353449040
PHL,ISP,1353442080,1353445380
TRI,ATL,1353441720,1353445740
DFW,XNA,1353462480,1353466680
IAH,IND,1353436620,1353445680
STL,ABQ,1353442800,1353451440
ATL,BTR,1353437160,1353442620
ATL,SHV,1353439380,1353445380
ATL,PHF,1353439200,1353445080
PIA,ORD,1353440700,1353445740
ORD,IAD,1353439080,1353445620
PSP,PHX,1353441780,1353445440
RDU,BNA,1353439680,1353444900
MDW,OMA,1353440520,1353444960
JFK,JAX,1353436140,1353444720
DEN,SDF,1353436320,1353445200
IAH,MSP,1353448740,1353458700
ATL,PHL,1353437400,1353445560
JAX,JFK,1353437580,1353444960
DEN,GRR,1353436260,1353445260
PHX,SFO,1353435840,1353445080
MHT,LGA,1353440820,1353445020
MAF,DAL,1353460740,1353464160
AGS,ATL,1353441240,1353445380
IND,TPA,1353436560,1353444540
DEN,BUR,1353436920,1353444660
BNA,DEN,1353435420,1353445080
CVG,DFW,1353465180,1353473460
SJT,DFW,1353442500,1353445740
LAX,IAH,1353434760,1353445380
DTW,LIT,1353437640,1353444540
CVG,ORD,1353441720,1353445380
ATL,BHM,1353442980,1353445380
FLL,SFO,1353421260,1353445080
SLC,SFO,1353436260,1353445320
SFO,JFK,1353484500,1353504120
MSY,HOU,1353440460,1353444420
LAS,SAT,1353436140,1353444660
SAN,HOU,1353434940,1353445080
SAN,SFO,1353439020,1353445500
DEN,BOS,1353439080,1353453840
RDU,ATL,1353439980,1353444900
PHL,IPT,1353443220,1353445740
SEA,DFW,1353437700,1353450840
JFK,SFO,1353453420,1353475920
PDX,SFO,1353433740,1353445320
SEA,DCA,1353427800,1353445560
OGS,ALB,1353447900,1353451500
JFK,TPA,1353441060,1353452040
PHL,SCE,1353438480,1353441060
SGU,SLC,1353441900,1353445620
BRD,MSP,1353442800,1353445620
LIT,DAL,1353440880,1353444420
LAX,SFO,1353438900,1353445860
PHX,GEG,1353435720,1353445260
BNA,TPA,1353439380,1353445320
MSY,ATL,1353441180,1353445740
DFW,SAN,1353440220,1353451140
PHX,PIT,1353430320,1353445620
DFW,PHL,1353432180,1353442980
CLT,PVD,1353439320,1353445500
MIA,DFW,1353443940,1353454800
IAH,CLT,1353437220,1353445020
SNA,DEN,1353437580,1353445320
MSP,SEA,1353431700,1353444720
SEA,SFO,1353437220,1353445920
JAX,IAD,1353440160,1353445860
OAJ,ATL,1353440040,1353445200
ABQ,MCI,1353438780,1353445440
IAH,GRK,1353442440,1353445140
SYR,EWR,1353441180,1353444900
LGA,ORD,1353437400,1353445320
DTW,HPN,1353438900,1353445020
BOS,LGA,1353441060,1353445020
ORD,ALB,1353439140,1353445560
MIA,EWR,1353435300,1353445860
RSW,CAK,1353435900,1353445080
SEA,SMF,1353444900,1353451380
DEN,MSO,1353438180,1353445080
BWI,JFK,1353436740,1353445800
PHL,ATL,1353438780,1353445440
LAR,DEN,1353442500,1353445080
SFO,DEN,1353436860,1353445140
MYR,ATL,1353440760,1353445200
JFK,LAX,1353437160,1353458040
ATL,CHS,1353441360,1353445680
OAK,PDX,1353439380,1353444900
MCI,ATL,1353438360,1353445020
PHX,STL,1353441960,1353452220
DCA,EWR,1353440640,1353445200
BOI,GEG,1353441660,1353445020
DCA,MSP,1353439860,1353448980
LIT,BWI,1353436980,1353444720
DFW,MAF,1353445200,1353449280
IAD,ATL,1353440100,1353445620
LAS,ORD,1353431640,1353445920
FLL,EYW,1353448200,1353451560
ATL,GSO,1353441240,1353445200
DEN,SLC,1353449100,1353455100
MIA,EWR,1353435960,1353445860
MSP,CVG,1353439200,1353445740
IAD,CLT,1353448620,1353453000
CHS,IAD,1353440760,1353445680
DFW,SAN,1353434700,1353446280
BDL,ORD,1353438120,1353445620
RSW,DFW,1353434820,1353444720
LGA,ATL,1353446040,1353456000
ORD,LAX,1353431460,1353445740
PHL,LAS,1353428400,1353445440
SEA,PDX,1353442140,1353445260
ABI,DFW,1353442860,1353445920
RDU,ATL,1353440400,1353445800
PDX,GEG,1353441540,1353445320
VPS,IAH,1353444840,1353451560
MIA,DCA,1353436560,1353445980
DTW,DAY,1353442500,1353445500
LAS,MAF,1353451740,1353458640
JFK,BUF,1353441000,1353445620
MDW,PIT,1353440880,1353445080
CLT,BWI,1353440880,1353445740
BUF,BOS,1353440580,1353445620
ROA,CLT,1353442620,1353445380
ORD,DAY,1353441600,1353445200
PHX,DFW,1353443460,1353450960
BWI,ALB,1353440460,1353444780
LAX,LAS,1353441360,1353445320
TYS,ATL,1353442500,1353446040
SDF,DTW,1353440760,1353445500
IND,LAS,1353431100,1353444780
DTW,PWM,1353438120,1353444960
ATL,DEN,1353444480,1353457560
ATL,EWR,1353437580,1353445680
MCI,LAS,1353434820,1353445200
LAX,PDX,1353474300,1353482400
ATL,DCA,1353438840,1353444600
DAL,STL,1353439680,1353445380
IAH,MCO,1353438360,1353445680
DFW,SAT,1353442380,1353445980
CLT,LGA,1353439800,1353445380
PIT,IAD,1353442020,1353445680
DEN,MSN,1353442860,1353450720
IAH,PHX,1353444840,1353454800
SAN,ELP,1353438240,1353445080
CLT,LEX,1353441780,1353445800
ORD,BOS,1353438540,1353445920
SBN,DTW,1353449880,1353453540
OKC,LAX,1353445500,1353455820
DEN,CLE,1353442740,1353453060
BOS,IAD,1353439380,1353445860
PHL,STL,1353437940,1353445860
LAS,SFO,1353437580,1353445080
BHM,JAX,1353441180,1353445080
MEM,OKC,1353440820,1353445860
CMH,DCA,1353440940,1353446160
PHL,ORD,1353438240,1353445200
CLE,ORD,1353441480,1353445980
JFK,MSY,1353441420,1353453600
LAS,EWR,1353428160,1353446580
SLC,LAX,1353448500,1353454980
DFW,LGA,1353449340,1353460380
CLT,LAS,1353428580,1353444780
BDL,ATL,1353436860,1353445320
BWI,SLC,1353444060,1353460320
GRK,DFW,1353443220,1353446040
OAK,SNA,1353439860,1353444840
MEM,TUL,1353439980,1353445140
PHX,MCO,1353430800,1353445020
MCO,IND,1353436380,1353445020
LAX,JFK,1353425160,1353445800
DAL,HOU,1353451500,1353454740
SFO,LAX,1353440520,1353446100
SEA,LGB,1353435780,1353445800
FLL,ATL,1353439380,1353445860
DEN,BUR,1353448980,1353457140
ATL,HOU,1353437160,1353445320
TLH,CLT,1353440040,1353445080
LAS,DFW,1353439800,1353449280
MSP,RAP,1353445020,1353452040
CLT,ROA,1353440100,1353443280
CLT,PHL,1353440400,1353445560
IAD,LAX,1353427260,1353446040
MOT,DEN,1353439380,1353445560
ATL,DTW,1353438300,1353445680
ORD,SDF,1353441420,1353445320
PIT,LGA,1353440340,1353445200
DAY,ATL,1353441060,1353445800
LAS,MEM,1353444660,1353455700
LGA,MCO,1353435360,1353445320
SBP,LAX,1353449760,1353454020
SEA,ORD,1353432660,1353446100
RDM,SEA,1353440760,1353444180
ATL,FNT,1353438660,1353445980
DEN,ASE,1353458460,1353460920
LAS,BOI,1353439440,1353445200
BUF,DTW,1353442560,1353446340
LGA,PHL,1353441720,1353445560
IAD,BOS,1353441480,1353446100
LGA,ORD,1353449520,1353458640
IDA,SLC,1353442380,1353445440
BDL,PHL,1353441840,1353445560
BOS,TPA,1353433980,1353445440
CLT,ATL,1353448560,1353452940
ORF,DCA,1353441480,1353444300
MEM,IAH,1353440220,1353445620
EWR,CHS,1353437580,1353445140
IND,IAD,1353440460,1353445740
DCA,JFK,1353448560,1353454740
RDU,FLL,1353438540,1353445080
PWM,BWI,1353450960,1353456360
SYR,IAD,1353440640,1353445140
PHX,MCO,1353430500,1353445680
PHX,TUS,1353441900,1353445380
EWR,MEM,1353435480,1353445860
SJC,RNO,1353442560,1353445620
PHX,TPA,1353432360,1353445440
HOU,ATL,1353438840,1353446040
BDL,DFW,1353433020,1353446220
SJC,PHX,1353443220,1353449340
GSO,ATL,1353440940,1353445380
DAL,AUS,1353442080,1353444900
ATL,CAK,1353440400,1353445740
LAS,PSP,1353441900,1353445320
IAD,LAX,1353433380,1353452220
FLL,STL,1353441960,1353451800
RSW,MKE,1353440520,1353451140
DCA,RDU,1353448080,1353453720
BOS,LGA,1353441780,1353445800
DFW,TUL,1353442260,1353446160
OKC,DEN,1353448620,1353455460
AVL,ATL,1353442620,1353445620
DSM,ORD,1353441180,1353445620
ATL,SAV,1353441960,1353446100
LAX,SMX,1353442980,1353446100
CLT,IAD,1353440580,1353445620
ATL,LAS,1353436680,1353451800
DFW,BNA,1353440700,1353446220
IAH,DAL,1353442260,1353445680
LAX,IAD,1353428700,1353446220
IAH,ORD,1353437040,1353446160
ATL,TPA,1353440880,1353445680
LAS,HOU,1353440880,1353451020
EUG,SFO,1353439980,1353446220
DCA,CLE,1353440640,1353445620
FLL,ATL,1353439140,1353445800
CLT,JAX,1353444780,1353448620
FLL,JFK,1353435240,1353446040
MSP,RST,1353442620,1353445500
TUS,SLC,1353438720,1353444960
EWB,MVY,1353445320,1353446220
FLL,BOS,1353434520,1353445380
DCA,HPN,1353447840,1353452640
DFW,HOU,1353445440,1353448980
RSW,IND,1353437640,1353445920
MCI,MDW,1353445440,1353450240
PHX,SEA,1353435360,1353446220
DEN,SEA,1353436380,1353446160
SRQ,ORD,1353435960,1353445860
TWF,SLC,1353442200,1353445200
MAF,HOU,1353440040,1353445560
LAS,OAK,1353439380,1353445380
DTW,LAS,1353430200,1353444960
SEA,SBA,1353436800,1353445800
EWR,IAH,1353442800,1353456000
STL,MDW,1353441840,1353445320
MDW,CLE,1353442020,1353445740
CLT,MCO,1353440400,1353445860
ATL,OKC,1353437220,1353445740
CVG,RSW,1353437520,1353445380
DTW,SWF,1353440220,1353445320
MSP,LAS,1353442680,1353453900
IAH,DFW,1353442500,1353446340
MSP,GRB,1353461880,1353465480
BOS,MVY,1353445320,1353447600
EWR,DFW,1353434100,1353446460
LAX,IAD,1353432780,1353449940
CPR,SLC,1353441300,1353445980
SFO,SLC,1353438660,1353445680
CLT,ILM,1353441660,1353445680
SFO,IAD,1353437940,1353456300
MDW,BNA,1353441000,1353445320
DEN,MSP,1353442620,1353449880
PHX,MDW,1353433140,1353445080
CVG,BDL,1353437760,1353445320
MKE,ORD,1353443400,1353445920
PDX,SEA,1353443520,1353446340
PIA,ORD,1353443100,1353445860
ATL,RDU,1353441360,1353445860
STL,CLT,1353451200,1353456900
JFK,MIA,1353435660,1353446400
MAF,DFW,1353442500,1353446280
ACY,TPA,1353437040,1353445560
DFW,CID,1353436260,1353446400
DEN,LAX,1353450060,1353458280
ATL,JAN,1353440880,1353445140
EWR,MSY,1353434040,1353445740
HOU,MAF,1353444240,1353449160
BNA,DFW,1353439320,1353446400
LAX,EWR,1353436680,1353455280
BNA,IAD,1353438780,1353445800
FLL,BWI,1353436980,1353445140
DEN,RKS,1353441120,1353445680
RDU,EWR,1353439140,1353445380
BNA,GSP,1353442320,1353445800
DTW,DCA,1353444960,1353449820
ORD,FLL,1353443760,1353454260
LAS,JFK,1353428100,1353446520
ATL,VPS,1353441480,1353446100
ALB,OGS,1353454260,1353457740
ATL,IND,1353449460,1353454440
LAX,PHX,1353440940,1353446340
BUR,SEA,1353437760,1353446160
ATL,ICT,1353437520,1353445800
DCA,MHT,1353441240,1353446040
DSM,DFW,1353444420,1353450300
MAF,IAH,1353441720,1353446220
EWR,ATL,1353440880,1353449100
SAN,ABQ,1353438360,1353445440
LGA,MIA,1353443220,1353456120
EWR,INT,1353441000,1353446280
CLT,TPA,1353440460,1353446280
SAT,IAD,1353433500,1353445740
TRI,CLT,1353451140,1353454320
BOI,PHX,1353442920,1353449940
SFO,FLL,1353427440,1353446220
CID,DFW,1353446100,1353452340
DCA,CHS,1353450120,1353456360
MEM,ATL,1353449280,1353453780
MCO,MKE,1353441780,1353451980
DFW,TYS,1353445860,1353453060
OAK,BUR,1353442020,1353445560
LAS,SMF,1353440700,1353445680
STL,IAD,1353444420,1353451200
ATL,LAX,1353437520,1353454500
DCA,DFW,1353434640,1353446460
FLL,BWI,1353442200,1353450780
DFW,IAH,1353442560,1353446400
LAX,SEA,1353436680,1353445800
MSO,SLC,1353440820,1353445800
ATL,TRI,1353442020,1353445560
SLC,LAS,1353445080,1353449700
PVD,TPA,1353440460,1353451260
ORD,PVD,1353438900,1353446160
EWR,MSN,1353440640,1353449220
HOU,RDU,1353441060,1353449040
SMF,SEA,1353439860,1353445920
SMF,MDW,1353442260,1353455820
MSP,DAY,1353439260,1353445800
BOS,EWR,1353441420,1353446280
MSP,ABR,1353439080,1353443220
EWR,PWM,1353441240,1353445560
SFO,PHX,1353439020,1353445980
MEM,DFW,1353440580,1353445620
CLT,SYR,1353439800,1353445980
MCO,ATL,1353440280,1353445800
LGA,IAH,1353433860,1353446400
ORD,AUS,1353436320,1353445860
LGA,ATL,1353438120,1353446280
EWR,BOS,1353442920,1353446460
BOS,RDU,1353438660,1353445440
BOS,SYR,1353441360,1353446160
CMH,DTW,1353442560,1353446220
IAH,JAX,1353438780,1353445920
IAD,BOS,1353448860,1353453660
BOI,SLC,1353441240,1353445020
ORD,ORF,1353439080,1353446160
JFK,LAX,1353434100,1353455580
LAX,ELP,1353438120,1353444600
DAL,LBB,1353441840,1353445440
BWI,STL,1353437820,1353445560
SFO,SAN,1353443940,1353448860
CLT,IND,1353440820,1353446580
SHV,IAH,1353442380,1353445980
FLL,ORD,1353440700,1353451320
RAP,SLC,1353439920,1353445740
ATL,CLT,1353441660,1353445860
FAY,ATL,1353441540,1353445980
ATL,MCO,1353440940,1353446160
LAX,JFK,1353427140,1353446640
DFW,RIC,1353459180,1353468960
CVG,IAD,1353440340,1353445980
PIT,ATL,1353441300,1353446820
ORD,COS,1353438480,1353446220
CRP,DFW,1353442260,1353446760
STL,DFW,1353445620,1353451380
CLE,IND,1353442500,1353446160
IAH,CHS,1353444300,1353451680
CLT,DTW,1353440340,1353446340
STL,BWI,1353444780,1353451860
SJC,DFW,1353434220,1353446700
SFO,PSP,1353440580,1353446160
PHL,DTW,1353440400,1353446100
PHX,MEM,1353442140,1353452220
DEN,OMA,1353441780,1353446460
PBI,ACY,1353440100,1353448800
MDW,HOU,1353437100,1353445440
OAK,LAX,1353441360,1353446100
DCA,MSY,1353437040,1353446580
BNA,CLT,1353443040,1353447300
PDX,DCA,1353432120,1353449460
MCO,MIA,1353443340,1353446700
ORD,CLE,1353441540,1353446220
JFK,LAX,1353435720,1353456360
MEM,JAN,1353442440,1353445440
EWR,MSP,1353443280,1353453180
DTW,EWR,1353439740,1353446640
PBI,ATL,1353440280,1353446520
CLT,BOS,1353439200,1353445860
SFO,SBP,1353443520,1353448620
SNA,OAK,1353439680,1353444720
ORD,ROC,1353441060,1353446460
EWR,ATL,1353438780,1353446280
DFW,IAD,1353445020,1353454380
DTW,PBI,1353438840,1353448740
BUF,JFK,1353439440,1353446880
PDX,SAN,1353440040,1353449100
PDX,RDM,1353443460,1353445860
CMH,IAH,1353439740,1353449040
IAH,ELP,1353438660,1353445800
SBP,LAX,1353442440,1353445680
DCA,JAX,1353438480,1353446340
DEN,STL,1353439380,1353446460
ORD,RIC,1353439680,1353446640
DFW,MKE,1353444660,1353453300
SFO,DFW,1353434340,1353446760
BOI,SFO,1353438120,1353445920
SEA,PHL,1353428220,1353446400
PIT,MCO,1353442560,1353450480
ORD,EWR,1353438120,1353446880
PDX,DEN,1353438000,1353446400
CVG,IAH,1353437220,1353445740
MCI,PHX,1353436260,1353445740
DCA,BOS,1353441240,1353446040
GSP,HOU,1353436140,1353444780
DCA,MIA,1353442380,1353451620
FWA,DTW,1353442920,1353446400
IAH,JAN,1353442020,1353446100
DFW,CVG,1353448860,1353456240
COD,SLC,1353440760,1353445140
ORD,SAT,1353435120,1353446460
MDW,STL,1353441840,1353445680
DAL,HOU,1353442680,1353445860
DTW,ALB,1353444960,1353450540
DSM,MDW,1353445380,1353449460
BUF,LGA,1353441720,1353446340
PHX,ATL,1353442320,1353454500
CLT,ALB,1353439740,1353446100
DCA,LGA,1353442320,1353446400
MEM,SGF,1353442560,1353446040
HPN,DTW,1353446700,1353453780
BOS,ORD,1353449640,1353458340
ATL,MCI,1353441840,1353449520
LGA,MCO,1353435360,1353445680
DTW,IAD,1353440820,1353446100
BOS,IND,1353437520,1353446280
IAH,ATL,1353442800,1353449400
DCA,SYR,1353441540,1353446100
RDU,CLE,1353440400,1353445920
DEN,PHX,1353442380,1353448920
DEN,DAY,1353436560,1353445320
IAH,BHM,1353441120,1353446400
DEN,LAX,1353437040,1353445920
COS,DEN,1353443880,1353446160
